SKU,ISBN,Format,Author,Publisher,PublicationDate,Title,Pages,Edition,DimsHeight,DimsWidth,DimsLength,DimsWeight,Language,ItemDescription,Binding,Condition,Price,Quantity,ImageUrl,category,subcategory
642656,9781853261862,Paperback,"Rex Collings","Wordsworth Editions Ltd",3/4/1996 12:00:00 AM,"Classic Victorian and Edwardian Ghost Stories (642656)",304,,12,124,195,204,,"A selection of ghost stories.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_449603_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Horror & Ghost Stories"
642889,9780091938703,Hardcover,,"Ebury Publishing",6/3/2010 12:00:00 AM,"Sod Calm and Get Angry (642889)",160,,20,100,132,115,,"Suitable for those who have finally had enough of bankers and politicians and bosses telling them to keep sodding calm and to carry bloody on this title offers advice on various issues such as politics work money hypocrisy war and life.",Hardcover,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_843716_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Miscellaneous Items"
642909,9780859696043,Paperback,"Margaret Hills","Hodder & Stoughton General Division",11/16/1989 12:00:00 AM,"Curing Arthritis Diet Book (642909)",96,,8,138,210,123,,"This volume contains a selection of recipes specifically for arthritics. They cover hors-d'oeuvres soups fish savouries salads meat dishes poultry and game desserts and cakes and biscuits. All the recipes are simple to prepare using ingredients that are neither elaborate nor costly.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_285553_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Health Family & Lifestyle:Family & Health"
642915,9780263869774,Paperback,"Liz Fielding","HarperCollins Publishers",11/6/2009 12:00:00 AM,"Christmas Angel for the Billionaire: AND Under the Boss's Mistletoe (642915)",512,,24,106,166,220,,,Paperback,Used; Good,11.25,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_247656_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Romance"
642924,9780755312542,Hardcover,"Alexander Waugh","Headline Publishing Group",9/1/2004 12:00:00 AM,"Fathers and Sons (642924)",320,,48,158,232,880,,"When Arthur Waugh won the Newdigate Prize for poetry in 1888 he broke with the family tradition of working in medicine but created a new trade for the Waughs that continues to today: writing.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_636508_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
642658,9780753511763,Paperback,"Rick Gallop","Virgin Books",1/5/2006 12:00:00 AM,"The Gi Guide (642658)",144,,16,128,154,200,,,Paperback,Used; Good,3.49,1,,"General",""
642673,9780753407660,Paperback,"Kingfisher","Pan Macmillan",5/20/2002 12:00:00 AM,"The Victorian Age (642673)",35,,8,206,266,191,,"The ""British History Series"" tells the story of the people and changing landscape of Britain. This title explores the Victorian Age and readers can find out amongst other things why there was a famine in Ireland how Darwin developed his theory of evolution and how the Titanic sank.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_344791_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Educational Material"
642678,9780007171842,Hardcover,"Jon Snow","HarperCollins Publishers",10/4/2004 12:00:00 AM,"Shooting History (642678)",352,,42,158,236,733,,"The autobiography of one of the great and most committed newsmen of our time: full frank and occasionally very funny Jon Snow's memoirs are as revealing about the great and the not-so-good as about his own passionate involvement in the reporting of world affairs.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_198044_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Biography:Biography: General"
642687,9781847561893,Paperback,"Sara Sheridan","HarperCollins Publishers",9/17/2009 12:00:00 AM,"The Secret Mandarin (642687)",384,,26,128,194,266,,"<p>  A disgraced woman. A faraway land. A forbidden love...<br />  An unforgettable tale set in Victorian London and 1840s China from a shining young historical talent.</p>  ",Paperback,Used; Good,3.49,4,http://choicetextileimages.blob.core.windows.net/img-1/stand_439343_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642718,9780718142438,Paperback,"Dick Francis","Penguin Books Ltd",5/1/1997 12:00:00 AM,"To the Hilt (642718)",288,,25,132,213,356,,"Alexander Kinloch artist lives alone on a remote Scottish mountain. His peace is shattered when he finds a group of strangers waiting for him at his home. After a scuffle he is left for dead with the words ""where is it?"" ringing in his ears. But the days that follow contain even more danger.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_189241_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
642719,9780751353983,Paperback,"Mark Evans","Dorling Kindersley Ltd",2/8/1996 12:00:00 AM,"How To Look After Your Pet: Rabbit (642719)",45,,4,186,230,165,,"This is one of a series of guides aimed at the child who is about to acquire a pet. Written by a vet this book includes practical information on caring for a rabbit to help owners learn about every aspect of daily care whie emphasizing both the enjoyment and commitment of pet ownership.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_354669_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage: General Non-Fiction"
642743,9780330248969,Paperback,"Colin Dexter","Pan Macmillan",7/12/1991 12:00:00 AM,"Last Bus to Woodstock (642743)",320,,19,109,175,160,,"The death of Sylvia Kaye featured dramatically in the ""Oxford Mail"". By Friday evening Inspector Morse had informed the nation that the police were looking for a dangerous man - facing charges of wilful murder sexual assault and rape. Other books featuring Morse include ""The Dead of Jericho"".",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_271057_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
642745,9780340684566,Paperback,"Dorothy L. Sayers","Hodder & Stoughton General Division",9/17/1998 12:00:00 AM,"Thrones Dominations (642745)",384,,32,110,174,200,,"Jill Paton Walsh triumphantly completes Dorothy L. Sayers last unfinished detective novel featuring Lord Peter Wimsey and his new wife Harriet Vane.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_269793_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
642767,9780330426541,Paperback,"Valerio Massimo Manfredi","Pan Macmillan",10/6/2006 12:00:00 AM,"Tyrant (642767)",250,,28,130,196,275,,"A thundering historical epic from the bestselling master of the genre",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_201170_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Thriller / Suspense"
642805,9782067138216,Paperback,"Michelin","Michelin Editions des Voyages",1/21/2009 12:00:00 AM,"Great Britain and Ireland 2009 Annual Guide 2009 (642805)",1300,,30,111,190,545,,"This guide features more than 2700 hotels and more than 1800 restaurants. In addition it includes practical information town and city plans and describes places of interest.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_85891_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Travel & Holiday"
642806,9780006370383,Paperback,"Leon Griffiths","HarperCollins Distribution Services",9/11/1986 12:00:00 AM,"Arthur Daley's Guide to Doing it Right (642806)",128,,12,184,242,320,,,Paperback,Used; Good,3.49,1,,"General",""
642807,9780552997577,Paperback,"Pamela Jooste","Transworld Publishers Ltd",11/1/1998 12:00:00 AM,"Dance With A Poor Man's Daughter (642807)",352,,36,127,195,242,,"<p>  <i>  'My name is Lily Daniels and I live in The Valley in an old house at the top of a hill with a loquat tree in the garden. As Lily's beautiful but angry mother returns to Cape Town determined to fight for justice for her family so the story of Lily's past - and future - erupts.</i>  </p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_300025_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642814,9780751534177,Paperback,"Elizabeth Waite","Little Brown Book Group",10/21/2004 12:00:00 AM,"Cockney Diamond (642814)",384,,28,108,176,200,,"Set in the 1960s 'Cockney Diamond' continues the lives and loves of Patsy her children and grandchildren.",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_352126_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642859,9781416926474,Paperback,"Nickelodeon","Simon & Schuster",1/2/2007 12:00:00 AM,"Super Babies! (642859)",24,,7,195,198,113,,"Join Dora as she tells her twin baby brother and sister their favourite story: all about the Super Babies! ... This story is based on a special episode.",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_389022_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
642668,9780862411916,Paperback,"Sir David Lindsay","Canongate Books Ltd",12/1/1989 12:00:00 AM,"Ane Satyre of the Thrie Estaitis (642668)",211,,20,126,196,184,,"Edited and introduced by Roderick Lyall",Paperback,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_83932_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Classic Fiction (Pre C 1945)"
642669,9780752872605,Hardcover,"Patrick Vieira","Orion Publishing Co",11/1/2005 12:00:00 AM,"Vieira (642669)",296,,30,160,234,550,,"Patrick Vieira was one of the great forces in British football. In this autobiography Vieira addresses the issues of: whether there is racism in football in Britain and France in particular; the matches against Manchester United and the love-hate relationship Alex Ferguson and Roy Keane had with Vieira; and more.",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_22998_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Sports Hobbies & Games:Sports & Outdoor Recreation"
642680,9780330451376,Paperback,"Alice Sebold","Pan Macmillan",10/5/2007 12:00:00 AM,"The Almost Moon (642680)",291,,22,134,212,340,,"For years Helen Knightly has given her life to others: to her haunted mother to her enigmatic father to her husband and now-grown daughters. Unfolding over twenty-four hours this novel explores the ties between mothers and daughters wives and lovers the meaning of devotion and the line between love and hate.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_274142_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642684,9780747245513,Paperback,"Joan Jonker","Headline Publishing Group",9/8/1994 12:00:00 AM,"When One Door Closes (642684)",448,,29,112,178,242,,"<p>  Joan Jonker's first novel is heartwarming tale of love and laughter in the direst of circumstances</p>  ",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_68528_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Sagas"
642693,9781857825176,Paperback,"Stafford Hildred","John Blake Publishing Ltd",6/30/2004 12:00:00 AM,"Arise Sir David Jason (642693)",304,,24,136,198,259,,"This biography traces David Jason's life from his humble roots in north London through his days as an electrician to the David Jason we all know and love. It is based on the actor's own memories and also recollections from friends relatives and co-stars of both stage and screen.",Paperback,Used; Good,3.49,1,,"Non-fiction","Arts & Photography:Film TV & Radio"
642756,9780007146994,Paperback,"Anthony Doerr","HarperCollins Publishers",4/4/2005 12:00:00 AM,"About Grace (642756)",416,,32,130,197,300,,"<p>  Beautifully written and compelling About Grace is the brilliant debut novel from Anthony Doerr.</p>  ",Paperback,Used; Good,3.49,3,http://choicetextileimages.blob.core.windows.net/img-1/stand_229700_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642765,9780751538076,Paperback,"Linda Fairstein","Little Brown Book Group",11/1/2007 12:00:00 AM,"Bad Blood (642765)",464,,30,106,176,250,,"Another authentic spine-tingling thriller from the woman who has been there herself.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_351739_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Crime & Mystery"
642766,9780141033617,Paperback,"Helen Dunmore","Penguin Books Ltd",3/27/2008 12:00:00 AM,"With Your Crooked Heart (642766)",256,,18,126,190,190,,"Louise married Paul brother to Johnnie... Yet she doesn't get one man with this union - she gets two. Born twelve years apart in a one-bedroom flat in Barking Paul and Johnnie are close: they're good at making money and make taking power look easy. But while Paul deals on contaminated land Johnnie is adept at dealing in crime.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_86546_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642768,9780902731516,Paperback,"Hilary Faith Jones","LEPROSY MISSION",1/1/2004 12:00:00 AM,"MILESTONES: STORIES AND PRAYERS (642768)",112,,10,149,208,250,,,Paperback,Used; Good,3.49,1,,"General",""
642769,9780099492337,Paperback,"Susan Lewis","Cornerstone",5/17/2007 12:00:00 AM,"A French Affair (642769)",576,,46,130,196,394,,"When Natalie Moore is killed in a freak accident in France her mother Jessica knows instinctively there is more to it. However Natalie's father Charlie is so paralysed by the horror of losing his daughter that he refuses even to discuss his wife's suspicions. This book presents a story of love resistance loyalty and betrayal.",Paperback,Used; Good,3.49,6,http://choicetextileimages.blob.core.windows.net/img-1/stand_844302_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
642771,9780744554847,Paperback,"Henrietta Branford","Walker Books Ltd",11/3/1997 12:00:00 AM,"Fire Bed And Bone (642771)",127,,12,110,172,82,,"An account of the peasants' revolt in England in the fourteenth century told from the point of view of an old hunting dog.",Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_312655_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Children's / Teenage Fiction & True Stories"
642847,9780340236697,Paperback,"R. P. Littlewood","John Murray Press",7/1/1979 12:00:00 AM,"Living Spanish (642847)",360,,18,124,176,390,,,Paperback,Used; Good,3.49,1,,"Children's Books","Educational Material"
642858,9780721415499,Hardcover,"Unknown","Penguin Random House Children's UK",4/30/1993 12:00:00 AM,"The Wizard Of Oz (642858)",32,,6,120,164,102,,"When Dorothy finds herself in the Land of Oz all she wants to do is go home. She and Toto with the Scarecrow the Tin Man and the cowardly Lion go to the Emerald City to consult the famous Wizard of Oz. But the Wizard will not help them unless they destroy the Wicked Witch of the West.",Hardcover,Used; Good,3.49,2,http://choicetextileimages.blob.core.windows.net/img-1/stand_335699_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Picture Books Activity Books & Early Learning Material"
642864,9780747511618,Hardcover,"Simon Weston","Bloomsbury Publishing PLC",4/9/1992 12:00:00 AM,"Going Back (642864)",224,,26,152,236,474,,"This is the story of how former soldier Simon Weston returned to visit the Falkland Islands 10 years after the war. It also describes his meeting with the Argentine pilot who bombed the Sir Galahad which resulted in the deaths of 51 soldiers from his regiment and his own severe burning.",Hardcover,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_93133_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Non-fiction","Society & Social Sciences:Warfare & Defence"
642674,9781841464398,Paperback,"CGP Books","Coordination Group Publications Ltd (CGP)",4/8/1999 12:00:00 AM,"KS3 Physics Workbook - Higher (642674)",,,10,210,295,202,,"KS3 Physics Workbook - Higher",Paperback,Used; Good,3.49,7,http://choicetextileimages.blob.core.windows.net/img-1/stand_766799_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Children's Books","Educational Material"
642703,9780413697202,Paperback,"Roger E. Allen","Egmont UK Ltd",8/14/1995 12:00:00 AM,"Winnie-the-Pooh on Management (642703)",161,,12,127,193,130,,"This useful and practical handbook uses A.A. Milne's famous characters to outline the basic skills of good management explaining management theory by a simple step-by-step Pooh approach and illustrating such principles as good communication and other neglected management practices.",Paperback,Used; Good,3.49,3,,"Non-fiction","Business Finance & Law:Business & Management"
642706,9780330293877,Paperback,"Keri Hulme","Pan Macmillan",7/4/1986 12:00:00 AM,"The Bone People (642706)",464,,30,132,197,307,,,Paperback,Used; Good,3.49,1,http://choicetextileimages.blob.core.windows.net/img-1/stand_274512_jpg.jpg?sv=2012-02-12&sr=c&si=policy&sig=UJGArnU2SSaCcGE3m8IeJaXsv77mtWiIDK%2F7XslOY0w%3D,"Fiction","Modern & Contemporary Fiction (Post C 1945)"
